subpanel,model,encoding,gamma,coupling_strength,primary_quantity,primary_mean,primary_sd,secondary_quantity,secondary_mean,secondary_sd,rho_sweep,rho_fixed,rho_fixed_ci_low,rho_fixed_ci_high
a,CV-QRC,Global,3,0.001,C_mix,3.5607236909512943,0.39248044654481912,squeezing,0.14248405457848035,0.0071163130170380602,0.99298245614035086,-0.1692525040358635,-0.27584420562544471,-0.058548603996304897
a,CV-QRC,Global,3,0.0021544346900318821,C_mix,3.7366827505095279,0.4097253887034441,squeezing,0.14353212586285449,0.00700304417105859,0.99298245614035086,-0.1692525040358635,-0.27584420562544471,-0.058548603996304897
a,CV-QRC,Global,3,0.0046415888336127772,C_mix,3.9212366816303548,0.42907574710003504,squeezing,0.14712028173347108,0.0068788114040007039,0.99298245614035086,-0.1692525040358635,-0.27584420562544471,-0.058548603996304897
a,CV-QRC,Global,3,0.01,C_mix,4.1142861704321412,0.43110659514388838,squeezing,0.15863418175125293,0.0077433180241346248,0.99298245614035086,-0.1692525040358635,-0.27584420562544471,-0.058548603996304897
a,CV-QRC,Global,3,0.021544346900318822,C_mix,4.3199745211166212,0.40155935353887923,squeezing,0.19230552784536165,0.012795583634331472,0.99298245614035086,-0.1692525040358635,-0.27584420562544471,-0.058548603996304897
a,CV-QRC,Global,3,0.046415888336127774,C_mix,4.5092482649525216,0.36451996311581569,squeezing,0.27914982460876142,0.024503452946617689,0.99298245614035086,-0.1692525040358635,-0.27584420562544471,-0.058548603996304897
a,CV-QRC,Global,3,0.10000000000000001,C_mix,4.6592332748625536,0.34551202210080628,squeezing,0.47343487640534726,0.045898085105081407,0.99298245614035086,-0.1692525040358635,-0.27584420562544471,-0.058548603996304897
a,CV-QRC,Global,3,0.21544346900318823,C_mix,4.7836102623769374,0.32099588282407138,squeezing,0.84433796550302875,0.079686478222125282,0.99298245614035086,-0.1692525040358635,-0.27584420562544471,-0.058548603996304897
a,CV-QRC,Global,3,0.46415888336127725,C_mix,4.9845858529264726,0.28934578642753761,squeezing,1.4103074664651252,0.10836810486875813,0.99298245614035086,-0.1692525040358635,-0.27584420562544471,-0.058548603996304897
a,CV-QRC,Global,3,1,C_mix,4.9077757135694977,0.27525481817404751,squeezing,2.0343551313863162,0.10112360177249451,0.99298245614035086,-0.1692525040358635,-0.27584420562544471,-0.058548603996304897
