model,encoding,gamma,encoding_strength,coupling_strength,NRMSE
DV-QRC,Local,10,0.21544346900318823,1,0.079299905791202788
DV-QRC,Local,10,0.21544346900318823,2.154434690031882,0.075961755427426947
DV-QRC,Local,10,0.21544346900318823,4.6415888336127722,0.075078391102358061
DV-QRC,Local,10,0.21544346900318823,10,0.056290026736435128
DV-QRC,Local,10,0.46415888336127775,1.0000000000000001e-05,0.094470447097502491
DV-QRC,Local,10,0.46415888336127775,2.1544346900318823e-05,0.092166198896840815
DV-QRC,Local,10,0.46415888336127775,4.6415888336127818e-05,0.084049466161032024
DV-QRC,Local,10,0.46415888336127775,0.0001,0.084053992386814963
DV-QRC,Local,10,0.46415888336127775,0.00021544346900318823,0.079398285270630892
DV-QRC,Local,10,0.46415888336127775,0.00046415888336127773,0.069045255290263036
DV-QRC,Local,10,0.46415888336127775,0.001,0.05917884760521739
DV-QRC,Local,10,0.46415888336127775,0.0021544346900318821,0.055693620039965211
DV-QRC,Local,10,0.46415888336127775,0.0046415888336127772,0.055270572085187056
DV-QRC,Local,10,0.46415888336127775,0.01,0.055792448646028267
DV-QRC,Local,10,0.46415888336127775,0.021544346900318822,0.056318610197873389
DV-QRC,Local,10,0.46415888336127775,0.046415888336127774,0.057053544234742279
DV-QRC,Local,10,0.46415888336127775,0.10000000000000001,0.05624092827404905
DV-QRC,Local,10,0.46415888336127775,0.21544346900318823,0.056585183112244211
DV-QRC,Local,10,0.46415888336127775,0.46415888336127725,0.057683271611406892
DV-QRC,Local,10,0.46415888336127775,1,0.056869075357071287
DV-QRC,Local,10,0.46415888336127775,2.154434690031882,0.057176585415370941
DV-QRC,Local,10,0.46415888336127775,4.6415888336127722,0.058168391217823745
DV-QRC,Local,10,0.46415888336127775,10,0.052707166771536008
DV-QRC,Local,10,1,1.0000000000000001e-05,0.083459744036204417
DV-QRC,Local,10,1,2.1544346900318823e-05,0.081836009969795412
DV-QRC,Local,10,1,4.6415888336127818e-05,0.080631954576090958
DV-QRC,Local,10,1,0.0001,0.080183574932423674
DV-QRC,Local,10,1,0.00021544346900318823,0.064953483125148107
DV-QRC,Local,10,1,0.00046415888336127773,0.053983084874349482
DV-QRC,Local,10,1,0.001,0.049819266247397853
DV-QRC,Local,10,1,0.0021544346900318821,0.047791127133719649
DV-QRC,Local,10,1,0.0046415888336127772,0.046874693026756634
DV-QRC,Local,10,1,0.01,0.046315545091199825
DV-QRC,Local,10,1,0.021544346900318822,0.045785014621501273
DV-QRC,Local,10,1,0.046415888336127774,0.045416184668727093
DV-QRC,Local,10,1,0.10000000000000001,0.045234908936939718
DV-QRC,Local,10,1,0.21544346900318823,0.045769764354014163
DV-QRC,Local,10,1,0.46415888336127725,0.046325443378268397
DV-QRC,Local,10,1,1,0.04526016540113463
DV-QRC,Local,10,1,2.154434690031882,0.044633966588288047
DV-QRC,Local,10,1,4.6415888336127722,0.044743538198081773
